circuit_size,mean_y_local_reg,mean_telegate_cost,mean_teledata_cost,mean_num_qpu,mean_time
30,142.94444444444446,53.05555555555556,89.88888888888889,2.0,6.549135989613003
40,384.8888888888889,121.16666666666667,263.72222222222223,2.0,13.619995541042751
50,1680.0,0.0,1680.0,2.0,16.500178747706943
60,1289.888888888889,443.8333333333333,846.0555555555555,3.0,27.974490139219498
70,1782.388888888889,624.7777777777778,1157.611111111111,3.0,30.959876404868233
80,2664.1666666666665,919.6111111111111,1744.5555555555557,4.0,45.16899797651503
90,3417.3888888888887,1129.5,2287.8888888888887,4.0,45.71923428111606
100,11106.0,0.0,11106.0,4.0,49.35367320643531
