circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,119.0,25.0,94.0,3.0,5.665999889373779,13
40,160.0,16.0,144.0,3.0,87.73734092712402,7
50,267.0,26.0,241.0,4.0,184.3900036811829,15
60,389.0,47.0,342.0,5.0,266.6159117221832,3
70,427.0,32.0,395.0,5.0,353.0877478122711,16
80,538.0,42.0,496.0,6.0,470.65260887146,14
90,643.0,53.0,590.0,7.0,485.9303262233734,9
100,727.0,57.0,670.0,7.0,650.2756454944611,6
