circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,108.0,18.0,90.0,3.0,5.440408945083618
40,152.0,16.0,136.0,3.0,106.85458898544312
50,244.0,16.0,228.0,4.0,182.8512282371521
60,348.0,21.0,327.0,5.0,261.6603031158447
70,401.0,20.0,381.0,5.0,349.8851623535156
80,519.0,18.0,501.0,6.0,469.18979716300964
90,602.0,25.0,577.0,7.0,479.58816742897034
100,667.0,36.0,631.0,7.0,641.2922661304474
