circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,9894.0,2761.0,7133.0,18.0,166.71290969848633
40,17305.0,4878.0,12427.0,23.0,299.90300464630127
50,26406.0,7375.0,19031.0,29.0,470.68721532821655
60,36559.0,10460.0,26099.0,35.0,679.4425468444824
70,46976.0,14176.0,32800.0,40.0,928.5218682289124
80,58580.0,17721.0,40859.0,46.0,1205.5963518619537
90,70214.0,22090.0,48124.0,52.0,1519.086454629898
100,83236.0,27165.0,56071.0,58.0,1879.1591005325317
