circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,47.0,3.0,44.0,2.0,26.33770704269409,2
40,87.0,1.0,86.0,2.0,51.63374662399292,3
50,2878.0,12.0,2866.0,3.0,150.06058764457703,15
60,2700.0,2.0,2698.0,3.0,237.7383108139038,9
70,2672.0,2.0,2670.0,3.0,322.38546657562256,8
80,3107.0,57.0,3050.0,4.0,395.865407705307,17
90,3131.0,45.0,3086.0,4.0,483.22615790367126,9
100,4097.0,143.0,3954.0,5.0,458.6259908676148,4
