circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,42.0,0.0,42.0,2.0,19.723742485046387,5
40,80.0,0.0,80.0,2.0,33.478564977645874,2
50,2548.0,2.0,2546.0,3.0,153.57526803016663,4
60,288.0,7.0,281.0,3.0,242.6572291851044,4
70,2608.0,4.0,2604.0,3.0,324.2787661552429,1
80,921.0,109.0,812.0,4.0,393.1817133426666,12
90,3045.0,68.0,2977.0,4.0,485.5737838745117,16
100,3527.0,120.0,3407.0,5.0,462.6954119205475,14
