circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,139,63,76,1,2.84329319
40,390,130,260,1,5.065465212
50,682,248,434,2,8.267225504
60,1266,462,804,2,12.58185029
70,1804,644,1160,2,16.47117782
80,2641,920,1721,3,23.13259292
90,3436,1147,2289,3,26.89429712
100,4541,1669,2872,4,39.22936869
