circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,45.0,14.0,31.0,2.0,2.1715948581695557
40,80.0,18.0,62.0,2.0,3.548266649246216
50,167.0,57.0,110.0,3.0,6.036781549453735
60,329.0,108.0,221.0,3.0,8.952258586883545
70,418.0,133.0,285.0,3.0,12.282013893127441
80,681.0,215.0,466.0,4.0,16.616952657699585
90,832.0,319.0,513.0,4.0,19.47640585899353
100,1177.0,467.0,710.0,5.0,27.06361198425293
