circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,138.0,46.0,92.0,2.0,3.7474112510681152,0
40,371.0,114.0,257.0,2.0,4.851823091506958,3
50,721.0,361.0,360.0,2.0,7.100248336791992,7
60,1249.0,407.0,842.0,3.0,11.90330410003662,14
70,1757.0,602.0,1155.0,3.0,28.618470668792725,10
80,2640.0,954.0,1686.0,4.0,33.03268766403198,16
90,3373.0,1113.0,2260.0,4.0,33.5181040763855,15
100,4548.0,1763.0,2785.0,5.0,44.25144600868225,10
