circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time,run_id
30,154.0,67.0,87.0,2.0,2.44104528427124,2
40,401.0,138.0,263.0,2.0,5.26407265663147,1
50,775.0,387.0,388.0,2.0,22.18099880218506,1
60,1291.0,483.0,808.0,3.0,20.91268348693848,0
70,1818.0,633.0,1185.0,3.0,39.73838424682617,12
80,2722.0,970.0,1752.0,4.0,31.978848457336422,0
90,3447.0,1155.0,2292.0,4.0,39.76342701911926,0
100,4765.0,1834.0,2931.0,5.0,52.24468946456909,14
