circuit_size,y_local_reg,telegate_cost,teledata_cost,num_qpu,time
30,10989.0,6065.0,4924.0,60.0,224.92014122009277
40,19948.0,11355.0,8593.0,80.0,406.6070592403412
50,30313.0,17153.0,13160.0,100.0,610.9470705986023
60,45885.0,26120.0,19765.0,120.0,939.8653903007507
70,62153.0,35374.0,26779.0,140.0,1282.0328876972198
80,83050.0,47794.0,35256.0,160.0,1731.4198098182678
90,102947.0,59350.0,43597.0,180.0,2129.075117826462
100,128636.0,74038.0,54598.0,200.0,2640.5575120449066
