iteration,PG_cost,PGGL_cost
0,5894.0,5894.0
1,384.0,423.0
2,310.0,335.0
3,289.0,311.0
4,266.0,283.0
5,252.0,264.0
6,248.0,250.0
7,237.0,241.0
8,226.0,234.0
9,219.0,223.0
10,211.0,218.0
11,206.0,214.0
12,206.0,212.0
13,206.0,210.0
14,206.0,210.0
15,202.0,210.0
16,200.0,206.0
17,198.0,206.0
18,197.0,206.0
19,197.0,206.0
20,197.0,204.0
21,197.0,204.0
22,197.0,204.0
23,197.0,204.0
24,197.0,204.0
25,197.0,204.0
26,197.0,204.0
27,197.0,204.0
28,197.0,204.0
29,197.0,204.0
30,197.0,204.0
31,197.0,204.0
32,197.0,204.0
33,197.0,204.0
34,197.0,204.0
35,197.0,202.0
36,197.0,202.0
37,197.0,202.0
38,197.0,202.0
39,197.0,202.0
40,197.0,202.0
41,197.0,202.0
42,197.0,202.0
43,197.0,202.0
44,197.0,202.0
45,197.0,202.0
46,197.0,202.0
47,197.0,202.0
48,197.0,200.0
49,197.0,200.0
50,197.0,200.0
51,197.0,200.0
52,197.0,200.0
53,197.0,200.0
54,197.0,200.0
55,197.0,200.0
56,197.0,200.0
57,197.0,200.0
58,197.0,200.0
59,197.0,200.0
60,197.0,200.0
61,197.0,200.0
62,197.0,200.0
63,197.0,200.0
64,197.0,200.0
65,197.0,200.0
66,197.0,200.0
67,197.0,200.0
68,197.0,200.0
69,197.0,200.0
70,197.0,200.0
71,197.0,200.0
72,197.0,200.0
73,197.0,200.0
74,197.0,200.0
75,197.0,200.0
76,197.0,200.0
77,197.0,200.0
78,197.0,200.0
79,197.0,200.0
80,197.0,200.0
81,197.0,200.0
82,197.0,200.0
83,197.0,200.0
84,197.0,200.0
85,197.0,200.0
86,197.0,200.0
87,197.0,200.0
88,197.0,200.0
89,197.0,200.0
90,197.0,200.0
91,197.0,200.0
92,197.0,200.0
93,197.0,200.0
94,197.0,200.0
95,197.0,200.0
96,197.0,200.0
97,197.0,200.0
98,197.0,200.0
99,197.0,200.0
100,197.0,200.0
101,197.0,200.0
102,197.0,200.0
103,197.0,200.0
104,197.0,200.0
105,197.0,200.0
106,197.0,200.0
107,197.0,200.0
108,197.0,200.0
109,197.0,200.0
110,197.0,200.0
111,197.0,200.0
112,197.0,200.0
113,197.0,200.0
114,197.0,200.0
115,197.0,200.0
116,197.0,200.0
117,197.0,200.0
118,197.0,200.0
119,197.0,200.0
120,197.0,200.0
121,197.0,200.0
122,197.0,200.0
123,197.0,200.0
124,197.0,200.0
125,197.0,200.0
126,197.0,200.0
127,197.0,200.0
128,197.0,200.0
129,197.0,200.0
130,197.0,200.0
131,197.0,200.0
132,197.0,200.0
133,197.0,200.0
134,197.0,200.0
135,197.0,200.0
136,197.0,200.0
137,197.0,200.0
138,197.0,200.0
139,197.0,200.0
140,197.0,200.0
141,197.0,200.0
